epoch_time,heading,x,y
1751118853.136755,-0.017525253,2.660553613,-0.031779850
1751118853.145860,-0.017554781,2.675037978,-0.032033718
1751118853.155885,-0.017433530,2.688503832,-0.032269316
1751118853.164529,-0.017430356,2.701373008,-0.032493694
1751118853.175138,-0.017497440,2.715705696,-0.032743543
1751118853.183854,-0.017554514,2.727899869,-0.032956932
1751118853.198035,-0.017582381,2.747389059,-0.033299090
1751118853.204542,-0.017729415,2.756067979,-0.033452340
1751118853.214837,-0.017853172,2.770020509,-0.033700600
1751118853.224806,-0.017779510,2.783655269,-0.033944050
1751118853.235698,-0.017703544,2.797716439,-0.034194077
1751118853.245800,-0.017797026,2.812708059,-0.034459509
1751118853.254768,-0.017840486,2.825071485,-0.034679565
1751118853.264454,-0.017964456,2.838313117,-0.034916648
1751118853.277714,-0.018099015,2.852685779,-0.035175840
1751118853.284468,-0.018191617,2.865741736,-0.035412166
1751118853.294418,-0.018299077,2.879248189,-0.035658623
1751118853.306700,-0.018402385,2.892232640,-0.035896924
1751118853.315344,-0.018675669,2.906792101,-0.036166873
1751118853.324675,-0.018816070,2.920752543,-0.036428605
1751118853.333626,-0.018945482,2.932517089,-0.036650755
1751118853.344624,-0.019115435,2.947967023,-0.036944810
1751118853.354410,-0.019314873,2.961284018,-0.037200729
1751118853.366111,-0.019484190,2.975833454,-0.037483017
1751118853.392390,-0.019685341,3.012811646,-0.038203598
1751118853.394847,-0.019701261,3.015738220,-0.038261216
1751118853.401385,-0.019726231,3.021529709,-0.038375331
1751118853.405464,-0.019854461,3.029964265,-0.038542275
1751118853.414381,-0.020060859,3.043540415,-0.038813259
1751118853.425446,-0.020171666,3.057389810,-0.039091895
1751118853.434401,-0.020217668,3.070461309,-0.039355605
1751118853.446230,-0.020305584,3.084371084,-0.039636866
1751118853.454579,-0.020515728,3.098001053,-0.039915101
1751118853.466000,-0.020722909,3.111504953,-0.040193582
1751118853.475575,-0.020837926,3.125203583,-0.040478286
1751118853.487301,-0.021006338,3.142047480,-0.040830748
1751118853.495304,-0.021022145,3.153235064,-0.041065793
1751118853.506685,-0.021040561,3.166269442,-0.041339844
1751118853.515011,-0.021085926,3.179811528,-0.041624819
1751118853.527558,-0.021323689,3.195283136,-0.041952940
1751118853.535069,-0.021451160,3.207063717,-0.042204935
