-20.0000549000,-0.0111326536
-19.9500561000,-0.0106533438
-19.9000572000,-0.0101820369
-19.8500583000,-0.0097186815
-19.8000593000,-0.0092632261
-19.7500602000,-0.0088156194
-19.7000610000,-0.0083758100
-19.6500617000,-0.0079437464
-19.6000624000,-0.0075193772
-19.5500630000,-0.0071026511
-19.5000635000,-0.0066935166
-19.4500640000,-0.0062919222
-19.4000643000,-0.0058978167
-19.3500646000,-0.0055111485
-19.3000649000,-0.0051318663
-19.2500650000,-0.0047599187
-19.2000651000,-0.0043952543
-19.1500651000,-0.0040378215
-19.1000651000,-0.0036875692
-19.0500650000,-0.0033444457
-19.0000648000,-0.0030083998
-18.9500646000,-0.0026793799
-18.9000642000,-0.0023573348
-18.8500639000,-0.0020422130
-18.8000635000,-0.0017339630
-18.7500630000,-0.0014325335
-18.7000624000,-0.0011378731
-18.6500618000,-0.0008499303
-18.6000611000,-0.0005686537
-18.5500604000,-0.0002939920
-18.5000596000,-0.0000258937
-18.4500588000,0.0002356925
-18.4000579000,0.0004908182
-18.3500570000,0.0007395347
-18.3000560000,0.0009818934
-18.2500549000,0.0012179457
-18.2000538000,0.0014477430
-18.1500527000,0.0016713368
-18.1000515000,0.0018887784
-18.0500502000,0.0021001194
-18.0000489000,0.0023054109
-17.9500476000,0.0025047046
-17.9000462000,0.0026980517
-17.8500448000,0.0028855038
-17.8000433000,0.0030671121
-17.7500418000,0.0032429282
-17.7000402000,0.0034130034
-17.6500386000,0.0035773892
-17.6000370000,0.0037361368
-17.5500353000,0.0038892979
-17.5000336000,0.0040369237
-17.4500319000,0.0041790657
-17.4000301000,0.0043157753
-17.3500283000,0.0044471038
-17.3000264000,0.0045731028
-17.2500245000,0.0046938236
-17.2000226000,0.0048093176
-17.1500206000,0.0049196362
-17.1000187000,0.0050248309
-17.0500166000,0.0051249530
-17.0000146000,0.0052200540
-16.9500125000,0.0053101853
-16.9000104000,0.0053953982
-16.8500083000,0.0054757443
-16.8000062000,0.0055512748
-16.7500040000,0.0056220412
-16.7000018000,0.0056880950
-16.6499996000,0.0057494875
-16.5999974000,0.0058062701
-16.5499951000,0.0058584943
-16.4999928000,0.0059062114
-16.4499905000,0.0059494728
-16.3999882000,0.0059883301
-16.3499859000,0.0060228345
-16.2999835000,0.0060530376
-16.2499812000,0.0060789906
-16.1999788000,0.0061007450
-16.1499764000,0.0061183523
-16.0999740000,0.0061318638
-16.0499716000,0.0061413309
-15.9999692000,0.0061468051
-15.9499668000,0.0061483378
-15.8999643000,0.0061459803
-15.8499619000,0.0061397841
-15.7999594000,0.0061298005
-15.7499570000,0.0061160811
-15.6999545000,0.0060986772
-15.6499521000,0.0060776402
-15.5999496000,0.0060530215
-15.5499471000,0.0060248726
-15.4999446000,0.0059932447
-15.4499422000,0.0059581895
-15.3999397000,0.0059197582
-15.3499372000,0.0058780023
-15.2999348000,0.0058329732
-15.2499323000,0.0057847222
-15.1999298000,0.0057333009
-15.1499274000,0.0056787606
-15.0999249000,0.0056211526
-15.0499225000,0.0055605285
-14.9999201000,0.0054969397
-14.9499177000,0.0054304375
-14.8999152000,0.0053610734
-14.8499128000,0.0052888987
-14.7999105000,0.0052139649
-14.7499081000,0.0051363234
-14.6999057000,0.0050560256
-14.6499034000,0.0049731229
-14.5999010000,0.0048876666
-14.5498987000,0.0047997084
-14.4998964000,0.0047092994
-14.4498941000,0.0046164912
-14.3998919000,0.0045213352
-14.3498896000,0.0044238827
-14.2998874000,0.0043241852
-14.2498852000,0.0042222940
-14.1998831000,0.0041182607
-14.1498809000,0.0040121365
-14.0998788000,0.0039039730
-14.0498767000,0.0037938215
-13.9998746000,0.0036817333
-13.9498726000,0.0035677601
-13.8998705000,0.0034519531
-13.8498685000,0.0033343637
-13.7998666000,0.0032150434
-13.7498647000,0.0030940436
-13.6998628000,0.0029714157
-13.6498609000,0.0028472110
-13.5998591000,0.0027214811
-13.5498573000,0.0025942772
-13.4998555000,0.0024656509
-13.4498538000,0.0023356536
-13.3998521000,0.0022043365
-13.3498505000,0.0020717512
-13.2998489000,0.0019379491
-13.2498473000,0.0018029815
-13.1998458000,0.0016669000
-13.1498443000,0.0015297558
-13.0998429000,0.0013916004
-13.0498415000,0.0012524852
-12.9998401000,0.0011124616
-12.9498388000,0.0009715811
-12.8998376000,0.0008298949
-12.8498364000,0.0006874547
-12.7998352000,0.0005443117
-12.7498341000,0.0004005173
-12.6998330000,0.0002561230
-12.6498320000,0.0001111802
-12.5998311000,-0.0000342597
-12.5498302000,-0.0001801453
-12.4998293000,-0.0003264252
-12.4498285000,-0.0004730480
-12.3998278000,-0.0006199622
-12.3498271000,-0.0007671165
-12.2998265000,-0.0009144595
-12.2498259000,-0.0010619397
-12.1998254000,-0.0012095057
-12.1498250000,-0.0013571062
-12.0998246000,-0.0015046897
-12.0498243000,-0.0016522047
-11.9998240000,-0.0017996000
-11.9498238000,-0.0019468241
-11.8998237000,-0.0020938255
-11.8498237000,-0.0022405529
-11.7998237000,-0.0023869549
-11.7498237000,-0.0025329800
-11.6998239000,-0.0026785768
-11.6498241000,-0.0028236940
-11.5998244000,-0.0029682801
-11.5498247000,-0.0031122837
-11.4998252000,-0.0032556534
-11.4498257000,-0.0033983378
-11.3998262000,-0.0035402855
-11.3498269000,-0.0036814450
-11.2998276000,-0.0038217650
-11.2498284000,-0.0039611941
-11.1998293000,-0.0040996808
-11.1498303000,-0.0042371738
-11.0998313000,-0.0043736215
-11.0498324000,-0.0045089727
-10.9998337000,-0.0046431759
-10.9498349000,-0.0047761797
-10.8998363000,-0.0049079327
-10.8498378000,-0.0050383834
-10.7998393000,-0.0051674806
-10.7498409000,-0.0052951726
-10.6998427000,-0.0054214083
-10.6498445000,-0.0055461361
-10.5998464000,-0.0056693046
-10.5498483000,-0.0057908624
-10.4998504000,-0.0059107581
-10.4498526000,-0.0060289404
-10.3998548000,-0.0061453577
-10.3498572000,-0.0062599587
-10.2998597000,-0.0063726920
-10.2498622000,-0.0064835062
-10.1998648000,-0.0065923498
-10.1498676000,-0.0066991714
-10.0998704000,-0.0068039197
-10.0498733000,-0.0069065433
-9.9998763800,-0.0070069906
-9.9498795200,-0.0071052103
-9.8998827600,-0.0072011511
-9.8498861000,-0.0072947614
-9.7998895400,-0.0073859899
-9.7498931000,-0.0074747852
-9.6998967500,-0.0075610959
-9.6499005200,-0.0076448704
-9.5999043900,-0.0077260576
-9.5499083700,-0.0078046059
-9.4999124500,-0.0078804638
-9.4499166500,-0.0079535802
-9.3999209600,-0.0080239034
-9.3499253900,-0.0080913821
-9.2999299200,-0.0081559649
-9.2499345700,-0.0082176003
-9.1999393400,-0.0082762371
-9.1499442200,-0.0083318237
-9.0999492100,-0.0083843087
-9.0499543300,-0.0084336408
-8.9999595600,-0.0084797685
-8.9499649200,-0.0085226404
-8.8999703900,-0.0085622051
-8.8499759800,-0.0085984113
-8.7999817000,-0.0086312074
-8.7499875400,-0.0086605421
-8.6999935100,-0.0086863640
-8.6499996000,-0.0087086216
-8.6000058100,-0.0087272636
-8.5500121600,-0.0087422385
-8.5000186300,-0.0087534950
-8.4500252300,-0.0087609816
-8.4000319500,-0.0087646469
-8.3500388100,-0.0087644395
-8.3000458000,-0.0087603081
-8.2500529300,-0.0087522011
-8.2000601900,-0.0087400671
-8.1500675800,-0.0087238549
-8.1000751000,-0.0087035129
-8.0500827700,-0.0086789897
-8.0000905600,-0.0086502340
-7.9500985000,-0.0086171944
-7.9001065800,-0.0085798193
